"Product page","Category","Etsy SKU","Child inventory SKU","Quantity per pack"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-SNFLWR-20MM-5PK","ACR-SNFLWR-20MM-1PK","5"
"port  Bead","focal-beads","FOC-SPT-VLLYBLLBW-5PK","FOC-SPT-VLLYBLLBW-1PK","5"
"20mm Bubblegum Bead","acrylic","ACR-GRNSNWFK-20MM-20PK","ACR-GRNSNWFK-20MM-1PK","20"
"Coach  ilicone Focal Bead","focal-beads","FOC-SPT-SFTBLLCCH-5PK","FOC-SPT-SFTBLLCCH-1PK","5"
"Acrylic Flatback","charms-dangles","FLB-DNTLHYGNTST-5PK","FLB-DNTLHYGNTST-1PK","5"
"Chri tian  ilicone Focal Bead","focal-beads","FOC-MSC-NEWRELMIX-5PK","FOC-MSC-NEWRELMIX-5PK","5"
"Rhine tone Bead Pen Blank","rhinestone-beads","PEN-RHNST-LTPNK-5PK","PEN-RHNST-LTPNK-1PK","5"
"16mm  olid Black Acrylic Bead","acrylic","ACR-16MM-SLD-BLK-10PK","ACR-16MM-SLD-BLK-1PK","10"
"21mm Clear Acrylic Flat Round Bead","acrylic","ACR-CLEARDISC-5PK","ACR-CLEARDISC-1PK","5"
"Pearl Bow Focal Bead","focal-beads","FOC-PRLBOW-TEAL-5PK","FOC-PRLBOW-TEAL-1PK","5"
"16mm Bead","mixes-bundles-kits","ACR-16MM-UVAB-WHT-10PK","ACR-16MM-UVAB-WHT-1PK","10"
"20mm Bandana Acrylic Bead","mixes-bundles-kits","ACR-20MM-BNDNA-DKBLU-20PK","ACR-20MM-BNDNA-DKBLU-1PK","20"
"20mm Bead","rhinestone-beads","RHNST-YEL-20MM-5PK","RHNST-YEL-20MM-1PK","5"
"Floral Cro  Flatback","acrylic-flatbacks","FLB-BLUCRSS-5PK","FLB-BLUCRSS-1PK","5"
"Beaded Pen Blank","beadable-pen-blanks","PEN-SOL-RED-5PK","PEN-SOL-RED-1PK","5"
"arca tic Bead","focal-beads","FOC-SCH-BKFR-5PK","FOC-SCH-BKFR-1PK","5"
"3D Bead Bigfoot Bead","focal-beads","FOC-MSC-3D-BGFOOT-5PK","FOC-MSC-3D-BGFOOT-1PK","5"
"20mm Rhine tone Bead","rhinestone-beads","RHNST-SPRLREDSLV-20MM-5PK","RHNST-SPRLREDSLV-20MM-1PK","5"
"3D Bead Pumpkin Bead","focal-beads","FOC-HAL-3D-PNK-PUMP-5PK","FOC-HAL-3D-PNK-PUMP-1PK","5"
"12mm Bead","mixes-bundles-kits","ACR-12BLOCK-YELSTCKNG-10PK","ACR-12BLOCK-YELSTCKNG-1PK","10"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-PNKCWPRNT-20MM-5PK","ACR-PNKCWPRNT-20MM-1PK","5"
"Printed Bead 15mm Round Bead","uncategorized","SIL15-PRNT-MSTCH-5PK","SIL15-PRNT-MSTCH-1PK","5"
"Penguin Bead","focal-beads","FOC-ANI-BLUSCRFPNG-5PK","FOC-ANI-BLUSCRFPNG-1PK","5"
"65mm Printed  ilicone Ring","focal-beads","ACC-RNGNRSLFE-5PK","ACC-RNGNRSLFE-1PK","5"
"15mm Bead","charms-dangles","SIL15-PRNT-SPRK-5PK","SIL15-PRNT-SPRK-1PK","5"
"Rainbow Bead","focal-beads","FOC-SPR-REDRNBW-5PK","FOC-SPR-REDRNBW-1PK","5"
"Chri tian Flatback","acrylic-flatbacks","FLB-PRYFRYOU-5PK","FLB-PRYFRYOU-1PK","5"
"16mm Clear Bubble Acrylic Beads Color Core Round Beads Transparent Beads Beadable Pen Beads Jewelry Making Craft Supplies","acrylic","ACR-16MM-BBLE-YEL-5PK","ACR-16MM-BBLE-YEL-1PK","5"
"3D Coffee  ilicone Focal Bead","focal-beads","FOC-3D-PNKCFFEECUP-5PK","FOC-3D-PNKCFFEECUP-1PK","5"
"Gho t Bead","focal-beads","FOC-HAL-GHSTPMPKN-5PK","FOC-HAL-GHSTPMPKN-1PK","5"
"Acrylic  tar Charm","charms-dangles","ACC-CHRM-YELSTR-10PK","ACC-CHRM-YELSTR-1PK","10"
"15mm Blue  wirl Round Bead","spacers-accessories","SIL15-PRNT-BLUSWRL-10PK","SIL15-PRNT-BLUSWRL-1PK","10"
"16mm Bead","acrylic","ACR-16MM-NEON-GRN-25PK","ACR-16MM-NEON-GRN-1PK","25"
"20mm Acrylic Bead","acrylic","ACR-20MM-SHIM-LTPNK-20PK","ACR-20MM-SHIM-LTPNK-1PK","20"
"Ugly  weater Bead","focal-beads","FOC-XMS-UGLYSWTR-5PK","FOC-XMS-UGLYSWTR-1PK","5"
"Mom Life Bead","focal-beads","FOC-FAM-BDBTCHTEAL-5PK","FOC-FAM-BDBTCHTEAL-1PK","5"
"F","acrylic-flatbacks","FLB-FLL-PMPKN-5PK","FLB-FLL-PMPKN-1PK","5"
"Beaded Pen Blank","beadable-pen-blanks","PEN-SOL-LIMGRN-10PK","PEN-SOL-LIMGRN-1PK","10"
"20mm Bubblegum Bead","charms-dangles","ACR-BSKTBLLMIX-20MM-10PK","ACR-BSKTBLLMIX-20MM-1PK","10"
"3D  more","charms-dangles","FOC-FOD-SMRS-5PK","FOC-FOD-SMRS-1PK","5"
"2","acrylic","ACR-PNTSWRL-YEL2-20MM-10PK","ACR-PNTSWRL-YEL2-20MM-1PK","10"
"Beaded Pen Blank","beadable-pen-blanks","PEN-CHR-GLD-5PK","PEN-CHR-GLD-1PK","5"
"Ble ed Mom Bead","focal-beads","FOC-FAM-TANBLSSD-5PK","FOC-FAM-TANBLSSD-1PK","5"
"Beadable Mirror","beadable-products","BLK-MIR-HRT-RED-3PK","BLK-MIR-HRT-RED-1PK","3"
"Be Kind Bead","focal-beads","FOC-MSC-CRCLCLRFLKND-5PK","FOC-MSC-CRCLCLRFLKND-1PK","5"
"16mm Crochet Bead","spacers-accessories","ACC-CRCHT-BRN-10PK","ACC-CRCHT-BRN-1PK","10"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-ESTRGG-20MM-10PK","ACR-ESTRGG-20MM-1PK","10"
"Book Bead","focal-beads","FOC-SCH-LTPNKBOOK-5PK","FOC-SCH-LTPNKBOOK-1PK","5"
"3D Fruit Focal Bead","focal-beads","FOC-FOD-3DLMESLC-5PK","FOC-FOD-3DLMESLC-1PK","5"
"M","silicone","SIL15-PRNT-GLDMTTLC-10PK","SIL15-PRNT-GLDMTTLC-1PK","10"
"10mm Sports Bead","spacers-accessories","ACR-10MM-SPRTS-BSKTBLL-25PK","ACR-10MM-SPRTS-BSKTBLL-1PK","25"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-ESTRSPRNKL-20MM-10PK","ACR-ESTRSPRNKL-20MM-1PK","10"
"Fueled by Coffee Bead","charms-dangles","FOC-FOD-FLDCFFEEPNK-5PK","FOC-FOD-FLDCFFEEPNK-1PK","5"
"Candy Bead","focal-beads","FOC-XMS-GRNCNDY-5PK","FOC-XMS-GRNCNDY-1PK","5"
"Gingerbread Bead","focal-beads","FOC-XMS-CKKSMLK-5PK","FOC-XMS-CKKSMLK-1PK","5"
"3D Bead Robot Bead","focal-beads","FOC-MSC-DKBLURBT-5PK","FOC-MSC-DKBLURBT-1PK","5"
"F","mixes-bundles-kits","ACR-16MM-FRSTD-TRQUS-10PK","ACR-16MM-FRSTD-TRQUS-1PK","10"
"Highland Cow Flatback","acrylic-flatbacks","FLB-CHTHBWCW-5PK","FLB-CHTHBWCW-1PK","5"
"10mm Wavy  pacer","rhinestone-beads","ACC-GEMWVY-RSGLD-10MM-10PK","ACC-GEMWVY-RSGLD-10MM-1PK","10"
"Grandma Bead","focal-beads","FOC-FAM-BSTMIMI-PNK-5PK","FOC-FAM-BSTMIMI-PNK-1PK","5"
"ticker Heart Beadable Cup Charm Blank","beadable-products","BLK-STCKR-HRT-KYCHN-LTPUR-5PK","BLK-STCKR-HRT-KYCHN-LTPUR-1PK","5"
"Printed  ilicone Round Bead","mixes-bundles-kits","SIL-PRNT-15MM-VLLYBLL-5PK","SIL-PRNT-15MM-VLLYBLL-1PK","5"
"Beadable Garden Tool  et","beadable-products","GRDN-LTPNK-2PK","GRDN-LTPNK-1PK","2"
"Coffee Bead","focal-beads","FOC-FOD-NDSCFFEE-5PK","FOC-FOD-NDSCFFEE-1PK","5"
"Cro  Bead","focal-beads","FOC-MSC-SKLLCRSS-5PK","FOC-MSC-SKLLCRSS-1PK","5"
"Bird Bead","focal-beads","FOC-SPR-BRDHSE-GRN-5PK","FOC-SPR-BRDHSE-GRN-1PK","5"
"Pa tel Green Acrylic Bead","acrylic","ACR-16MM-PSTL-GRN-25PK","ACR-16MM-PSTL-GRN-1PK","25"
"Hockey Focal Bead","charms-dangles","FOC-SPT-ICESKTE-5PK","FOC-SPT-ICESKTE-1PK","5"
"65mm Printed  ilicone Ring","focal-beads","ACC-RNGBLKCHCKRD-5PK","ACC-RNGBLKCHCKRD-1PK","5"
"16mm Gold Flake Acrylic Bead","spacers-accessories","ACR-RED-GF-16-20PK","ACR-RED-GF-16-20PK","20"
"16mm Rhinestone Beads Two Tone Crystal Beads Sparkle Bling Beads Beadable Pen Beads Jewelry Making DIY Craft Supplies","rhinestone-beads","RHNST-16MM-2TONE-GRN-5PK","RHNST-16MM-2TONE-GRN-1PK","5"
"Pink Ribbon Bead","charms-dangles","FOC-MSC-CHTHHRT-5PK","FOC-MSC-CHTHHRT-1PK","5"
"Elf Bead","focal-beads","FOC-XMS-DABELF-5PK","FOC-XMS-DABELF-1PK","5"
"Bright Bead","silicone","SIL-15MM-BRGHTDKBLU-10PK","SIL-15MM-BRGHTDKBLU-1PK","10"
"Beadable Keychain","beadable-products","BLK-KEY-REG-HOLO-5PK","BLK-KEY-REG-HOLO-1PK","5"
"port  Bead","focal-beads","FOC-SPT-VLBLMOM-5PK","FOC-SPT-VLBLMOM-1PK","5"
"20mm Acrylic Bead","acrylic","ACR-20MM-SHIM-GRN-20PK","ACR-20MM-SHIM-GRN-1PK","20"
"Tree Bead","focal-beads","FOC-XMS-NRSTREE-5PK","FOC-XMS-NRSTREE-1PK","5"
"Wine  topper","beadable-products","BLK-WNSTPPR-WHT-2PK","BLK-WNSTPPR-WHT-1PK","2"
"Father  Day Bead","focal-beads","FOC-FAM-DADILY-5PK","FOC-FAM-DADILY-1PK","5"
"Pa tel Green Acrylic Bead","acrylic","ACR-16MM-PSTL-GRN-10PK","ACR-16MM-PSTL-GRN-1PK","10"
"Elephant Bead","focal-beads","FOC-ANI-MNTGRN-ELEPH-5PK","FOC-ANI-MNTGRN-ELEPH-1PK","5"
"Beadable Cup  traw Attachment","beadable-products","BLK-MKC-MINI-PSTLYEL-5PK","BLK-MKC-MINI-PSTLYEL-1PK","5"
"3D Bead Pumpkin Bead","focal-beads","FOC-HAL-3D-BGPMPKN-5PK","FOC-HAL-3D-BGPMPKN-1PK","5"
"ilicone Round Bead","focal-beads","SIL-LENT-SKYBLU-10PK","SIL-LENT-SKYBLU-1PK","10"
"16mm Crochet Bead","spacers-accessories","ACC-CRCHT-PSTLBLU-5PK","ACC-CRCHT-PSTLBLU-1PK","5"
"Acrylic Flatback","charms-dangles","FLB-BIGFOOT-5PK","FLB-BIGFOOT-1PK","5"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-LTPNK-3PK","BLK-BDRL-CLIP-LTPNK-1PK","3"
"Hunting Bead","charms-dangles","FOC-FAM-GNHNTNG-5PK","FOC-FAM-GNHNTNG-1PK","5"
"Acrylic Flatback","charms-dangles","FLB-KNDLYFCKFF-5PK","FLB-KNDLYFCKFF-1PK","5"
"20mm Bubblegum Bead","acrylic","ACR-BLKDSY-20MM-20PK","ACR-BLKDSY-20MM-1PK","20"
"3D Bead Penguin Bead","charms-dangles","FOC-XMS-3D-PNGUIN-5PK","FOC-XMS-3D-PNGUIN-1PK","5"
"16mm Rhinestone Beads Two Tone Crystal Beads Sparkle Bling Beads Beadable Pen Beads Jewelry Making DIY Craft Supplies","rhinestone-beads","RHNST-16MM-2TONE-PCH-10PK","RHNST-16MM-2TONE-PCH-1PK","10"
"Bee Bead","focal-beads","FOC-ANI-LTBRNBEE-5PK","FOC-ANI-LTBRNBEE-1PK","5"
"mall Town Bead","charms-dangles","FOC-WES-SMTWN-5PK","FOC-WES-SMTWN-1PK","5"
"16mm Acrylic Bead","acrylic","ACR-16MM-SHIM-GRY-10PK","ACR-16MM-SHIM-GRY-1PK","10"
"Patriotic Bead","charms-dangles","FOC-PAT-DOG-5PK","FOC-PAT-DOG-1PK","5"
"ilicone Clam  hell  pacer Bead","spacers-accessories","FOC-CLMSHLL-MIX-5PK","FOC-CLMSHLL-MIX-5PK","5"
"20mm White Rhine tone  wirl Bead","rhinestone-beads","RHNST-SWRL-WHTHTPNK-5PK","RHNST-SWRL-WHTHTPNK-1PK","5"
"16mm Bead","acrylic","ACR-16MM-NEON-PUR-25PK","ACR-16MM-NEON-PUR-1PK","25"
"Motorcycle Bead","focal-beads","FOC-VEH-YELMTRCYCL-5PK","FOC-VEH-YELMTRCYCL-1PK","5"
"20mm Rhine tone Bead","rhinestone-beads","RHNST-SPRLRYLBLUSLV-20MM-2PK","RHNST-SPRLRYLBLUSLV-20MM-1PK","2"
"3D Bead Gnome Bead","focal-beads","FOC-PAT-3D-GNOME-EMS-5PK","FOC-PAT-3D-GNOME-EMS-1PK","5"
"20mm  port  Rhine tone Bead","rhinestone-beads","RHNST-BSBLL-2PK","RHNST-BSBLL-1PK","2"
"Mallard Duck Focal Bead","charms-dangles","FOC-ANI-3D-MLLRD-5PK","FOC-ANI-3D-MLLRD-1PK","5"
"arca tic  ilicone Focal Bead","focal-beads","FOC-OCC-DRGDLER-5PK","FOC-OCC-DRGDLER-1PK","5"
"Patriotic Highland Cow Focal Bead","focal-beads","FOC-PAT-MRCN250CW-5PK","FOC-PAT-MRCN250CW-1PK","5"
"t Patrick’  Day 20mm Acrylic Bead","acrylic","ACR-20MM-HOL-STGNMES-20PK","ACR-20MM-HOL-STGNMES-1PK","20"
"Cancer Awarene  Bead","focal-beads","FOC-MSC-RBBNORG-5PK","FOC-MSC-RBBNORG-1PK","5"
"20mm White Rhine tone  wirl Bead","rhinestone-beads","RHNST-SWRL-WHTDKBLU-5PK","RHNST-SWRL-WHTDKBLU-1PK","5"
"Blue  tar Bead","uncategorized","SIL15-PRNT-BLUSTR-10PK","SIL15-PRNT-BLUSTR-1PK","10"
"E","charms-dangles","FOC-HOL3D-BNNYINEGG-5PK","FOC-HOL3D-BNNYINEGG-1PK","5"
"arca tic Focal  ilicone Bead","focal-beads","FOC-SAR-MNFST-5PK","FOC-SAR-MNFST-1PK","5"
"20mm Bubblegum Bead","rhinestone-beads","ACR-PNKMIX-20MM-10PK","ACR-PNKMIX-20MM-1PK","10"
"20mm Bubblegum Bead","rhinestone-beads","ACR-SNWFKMIX-20MM-5PK","ACR-SNWFKMIX-20MM-1PK","5"
"15mm Fuzzy  pacer Bead","spacers-accessories","ACC-FZZY-WHTCHTH-25PK","ACC-FZZY-WHTCHTH-1PK","25"
"Horror Character Bead","focal-beads","FOC-HAL-SAW-5PK","FOC-HAL-SAW-1PK","5"
"ilicone Round Bead","spacers-accessories","SIL-LENT-BTRED-10PK","SIL-LENT-BTRED-1PK","10"
"10mm Sports Bead","spacers-accessories","ACR-10MM-SPRTS-BSKTBLL-100PK","ACR-10MM-SPRTS-BSKTBLL-1PK","100"
"Silicone Dark Purple Spacer Beads Round Abacus Lentil Beads 12mm 14mm 15mm for Beadable Pens Keychains DIY Crafts Bulk 5pc 10pc","spacers-accessories","SIL-15MM-DKPUR-10PK","SIL-15MM-DKPUR-1PK","10"
"10mm Wide Hole Gem  pacer","rhinestone-beads","ACC-GEM-WDHL-BLK-10PK","ACC-GEM-WDHL-BLK-1PK","10"
"20mm Bubblegum Pink Acrylic Bead","acrylic","ACR-20MM-SLD-BBLGMPNK-25PK","ACR-20MM-SLD-BBLGMPNK-1PK","25"
"Coral Acrylic Bead  16mm","clearance-section","CLEARANCE-16MM-UVCORAL-20PK","CLEARANCE-16MM-UVCORAL-20PK","20"
"Printed Bead 15mm Round Bead","uncategorized","SIL15-PRNT-SLLYGOOSE-5PK","SIL15-PRNT-SLLYGOOSE-1PK","5"
"3D Ea ter Bead","focal-beads","FOC-HOL-3D-PURCRRT-5PK","FOC-HOL-3D-PURCRRT-1PK","5"
"Cow Bead","focal-beads","FOC-ANI-LNGHRBBYCW-5PK","FOC-ANI-LNGHRBBYCW-1PK","5"
"16mm Bead","acrylic","ACR-16MM-NEON-GRN-5PK","ACR-16MM-NEON-GRN-1PK","5"
"16mm Crochet Bead","spacers-accessories","ACC-CRCHT-DKBLU-5PK","ACC-CRCHT-DKBLU-1PK","5"
"Glitter Bead","uncategorized","SIL15-GLTTRGRN-5PK","SIL15-GLTTRGRN-1PK","5"
"3D  t. Patrick'  Day Bead","focal-beads","FOC-HOL-3D-LEPHRA-5PK","FOC-HOL-3D-LEPHRA-1PK","5"
"20mm Bandana Acrylic Bead","mixes-bundles-kits","ACR-20MM-BNDNA-MIX-5PK","ACR-20MM-BNDNA-MIX-5PK","5"
"M","mixes-bundles-kits","SIL15-PRNT-FLLPNKMRBL-10PK","SIL15-PRNT-FLLPNKMRBL-1PK","10"
"Dental Focal Bead","charms-dangles","FOL-OCC-DNTLMNTSCRB-5PK","FOL-OCC-DNTLMNTSCRB-1PK","5"
"3D Fruit Focal Bead","focal-beads","FOC-FOD-3DCHRRS-5PK","FOC-FOD-3DCHRRS-1PK","5"
"3D  occer Focal Bead","focal-beads","FOC-SPT-3D-SCCRGNME-5PK","FOC-SPT-3D-SCCRGNME-1PK","5"
"16mm Clear Bubble Acrylic Beads Color Core Round Beads Transparent Beads Beadable Pen Beads Jewelry Making Craft Supplies","acrylic","ACR-16MM-BBLE-WHT-20PK","ACR-16MM-BBLE-WHT-1PK","20"
"Empty 3D  ilicone Jar Focal Bead","focal-beads","3D-JR-EMPTY-PUR-5PK","3D-JR-EMPTY-PUR-1PK","5"
"Halloween Bead","uncategorized","SIL15-PRNT-HLLWNWHT-5PK","SIL15-PRNT-HLLWNWHT-1PK","5"
"Glitter Bead","uncategorized","SIL12-GLTTRRED-5PK","SIL12-GLTTRRED-1PK","5"
"15mm  miley Face  ilicone Bead","silicone","SIL15-PRNT-PURSMLYFC-10PK","SIL15-PRNT-PURSMLYFC-1PK","10"
"Black Plaid Bead","charms-dangles","SIL15-PRNT-BLKBUF-5PK","SIL15-PRNT-BLKBUF-1PK","5"
"2","acrylic","ACR-PNTSWRL-BLK-20MM-10PK","ACR-PNTSWRL-BLK-20MM-1PK","10"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-LTRED-3PK","BLK-BDRL-CLIP-LTRED-1PK","3"
"F","mixes-bundles-kits","ACR-16MM-FRSTD-GRN-10PK","ACR-16MM-FRSTD-GRN-1PK","10"
"Granny Bow Focal Bead","focal-beads","FOC-FAM-GRNNY-GRN-5PK","FOC-FAM-GRNNY-GRN-1PK","5"
"Ocean Animal Focal Bead","focal-beads","FOC-3D-ANI-OCTPS-5PK","FOC-3D-ANI-OCTPS-1PK","5"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-PATHGHLNDCW-5PK","FOC-HOL-PATHGHLNDCW-1PK","5"
"Crazy Train Bead","focal-beads","FOC-SAR-CRZYTRN-5PK","FOC-SAR-CRZYTRN-1PK","5"
"20mm Bubblegum Bead","acrylic","ACR-SPKYVBS-20MM-10PK","ACR-SPKYVBS-20MM-1PK","10"
"We tern  ilicone Focal Bead","focal-beads","FOC-WES-3DFRNGJCKT-5PK","FOC-WES-3DFRNGJCKT-1PK","5"
"Beaded Pen Blank","beadable-pen-blanks","PEN-SOL-CELBLU-5PK","PEN-SOL-CELBLU-1PK","5"
"20mm  pider Web Bead","acrylic","ACR-20MM-ORGBLKSPDER-20PK","ACR-20MM-ORGBLKSPDER-1PK","20"
"Pumpkin  pice Bead","focal-beads","FOC-HOL-PMPKNSPCNCE-5PK","FOC-HOL-PMPKNSPCNCE-1PK","5"
"Be Kind Bead","focal-beads","FOC-MSC-CRCLBLUKND-5PK","FOC-MSC-CRCLBLUKND-1PK","5"
"Acrylic Flatback","charms-dangles","FLB-HAND67-5PK","FLB-HAND67-1PK","5"
"Wifey Bow Focal Bead","focal-beads","FOC-FAM-WIFEY-PNK-5PK","FOC-FAM-WIFEY-PNK-1PK","5"
"3D Book Bead","focal-beads","FOC-REC-3D-CTBKSHF-5PK","FOC-REC-3D-CTBKSHF-1PK","5"
"3D Large Bow  ilicone Focal Bead","focal-beads","FOC-TAILBW-WHT-5PK","FOC-TAILBW-WHT-1PK","5"
"20mm Bubblegum Bead","acrylic","ACR-AMRCNPLD-20MM-20PK","ACR-AMRCNPLD-20MM-1PK","20"
"20mm Black Blue Rhine tone  wirl Bead","rhinestone-beads","RHNST-SWRL-BLKBLU-2PK","RHNST-SWRL-BLKBLU-1PK","2"
"20mm  olid Dark Red Bead","acrylic","ACR-20MM-SLD-DKRED-25PK","ACR-20MM-SLD-DKRED-1PK","25"
"3D  unflower Bead","focal-beads","FOC-SPR-SNFLWRPT-PNK-5PK","FOC-SPR-SNFLWRPT-PNK-1PK","5"
"Dog Paw Keychain Bar","beadable-products","BLK-DOGPAW-GRN-5PK","BLK-DOGPAW-GRN-1PK","5"
"Patriotic Focal Bead","focal-beads","FOC-PAT-250MRCNMIX-4PK","FOC-PAT-250MRCNMIX-4PK","4"
"ilicone Round Bead","focal-beads","SIL-15MM-DKBLU-10PK","SIL-15MM-DKBLU-1PK","10"
"3D Bead Kitty Cat Bead","focal-beads","FOC-ANI-3D-GRYKTTY-5PK","FOC-ANI-3D-GRYKTTY-1PK","5"
"14mm Black Rhine tone Bead","rhinestone-beads","RHNST-BLK-14MM-10PK","RHNST-BLK-14MM-1PK","10"
"Ea ter Bead","focal-beads","FOC-HOL-BRNCHTTHBNNY-5PK","FOC-HOL-BRNCHTTHBNNY-1PK","5"
"Beadable Bar Keychain","beadable-products","BLK-KEY-CLR-MIX-9PK","BLK-KEY-CLR-MIX-9PK","9"
"10mm Sports Bead","spacers-accessories","ACR-10MM-SPRTS-SFTBLL-25PK","ACR-10MM-SPRTS-SFTBLL-1PK","25"
"Beadable Cup  traw Attachment","beadable-products","BLK-MKC-MINI-BLU-5PK","BLK-MKC-MINI-BLU-1PK","5"
"DIY  nowflake Keychain","beadable-products","BLK-SNWFLK-BAR-PUR-5PK","BLK-SNWFLK-BAR-PUR-1PK","5"
"16mm Skeleton Face Beads AB Acrylic Halloween Beads Iridescent White Spooky Face Beads for Pens Keychains Jewelry Crafts","acrylic","ACR-16MM-WHTSKLTNFCE-5PK","ACR-16MM-WHTSKLTNFCE-1PK","5"
"F","mixes-bundles-kits","ACR-16MM-FRSTD-WHT-10PK","ACR-16MM-FRSTD-WHT-1PK","10"
"3D Bead Bigfoot Bead","focal-beads","FOC-MSC-3D-YETI-5PK","FOC-MSC-3D-YETI-1PK","5"
"16mm Dark Green Rhine tone Bead","rhinestone-beads","RHNST-DKGRN-16MM-5PK","RHNST-DKGRN-16MM-1PK","5"
"20mm Bubblegum Bead","acrylic","ACR-HBSCS-20MM-5PK","ACR-HBSCS-20MM-1PK","5"
"Arti t Bead","focal-beads","FOC-REC-ARTPLLT-5PK","FOC-REC-ARTPLLT-1PK","5"
"Butterfly Bead","focal-beads","FOC-ANI-BUTTYEL-5PK","FOC-ANI-BUTTYEL-1PK","5"
"3D  leeping  keleton Coffin  ilicone Focal Bead","focal-beads","FOC-HAL-3D-MIX-CFFN-4PK","FOC-HAL-3D-MIX-CFFN-4PK","4"
"toner Bead","focal-beads","FOC-ADT-STNRBBE-5PK","FOC-ADT-STNRBBE-1PK","5"
"20mm Heart Acrylic Bead","acrylic","ACR-REDHRTS-20MM-10PK","ACR-REDHRTS-20MM-1PK","10"
"arca tic Focal Bead","focal-beads","FOC-SAR-FRZNGSSN-5PK","FOC-SAR-FRZNGSSN-1PK","5"
"Beaded Pen Blank","beadable-pen-blanks","PEN-CHR-GLDCHR-5PK","PEN-CHR-GLDCHR-1PK","5"
"12mm Gem  pacer","rhinestone-beads","ACC-GEM-BLK-12MM-10PK","ACC-GEM-BLK-12MM-1PK","10"
"Beaded Pen Blank","beadable-pen-blanks","PEN-SOL-GLTORG-5PK","PEN-SOL-GLTORG-1PK","5"
"Empty 3D  ilicone Jar Focal Bead","focal-beads","3D-JR-EMPTY-BLK-5PK","3D-JR-EMPTY-BLK-1PK","5"
"20mm White Rhine tone  wirl Bead","rhinestone-beads","RHNST-SWRL-WHTORG-10PK","RHNST-SWRL-WHTORG-1PK","10"
"20mm White Rhine tone  wirl Bead","rhinestone-beads","RHNST-SWRL-WHTGRY-10PK","RHNST-SWRL-WHTGRY-1PK","10"
"F","mixes-bundles-kits","ACR-16MM-FRSTD-PUR-5PK","ACR-16MM-FRSTD-PUR-1PK","5"
"Father  Day Bead","focal-beads","FOC-FAM-RLCLDAD-5PK","FOC-FAM-RLCLDAD-1PK","5"
"Purple Bead","focal-beads","FOC-MSC-PURMRMD-5PK","FOC-MSC-PURMRMD-1PK","5"
"Printed Faux Leather Ta el","charms-dangles","ACC-PRNTTSSL-STRS-5PK","ACC-PRNTTSSL-STRS-1PK","5"
"ilicone Round Bead","spacers-accessories","SIL-ABA-NAVJWHT-5PK","SIL-ABA-NAVJWHT-1PK","5"
"3D  nail Bead","focal-beads","FOC-ANI-3D-NWYELSNL-5PK","FOC-ANI-3D-NWYELSNL-1PK","5"
"20mm Bead","charms-dangles","RHNST-REDGRN-20MM-10PK","RHNST-REDGRN-20MM-1PK","10"
"keleton Bead","focal-beads","FOC-HAL-BRNCFFEE-5PK","FOC-HAL-BRNCFFEE-1PK","5"
"picy Book Bead","focal-beads","FOC-ADT-SPCYBKCLB-5PK","FOC-ADT-SPCYBKCLB-1PK","5"
"12mm Gem  pacer","rhinestone-beads","ACC-GEM-SLV-12MM-10PK","ACC-GEM-SLV-12MM-1PK","10"
"20mm Heart Acrylic Bead","acrylic","ACR-REDHRTS-20MM-20PK","ACR-REDHRTS-20MM-1PK","20"
"20mm Bubblegum Bead","acrylic","ACR-GRNSNTABLT-20MM-20PK","ACR-GRNSNTABLT-20MM-1PK","20"
"16mm Bead","acrylic","ACR-16MM-NEON-DKBLU-25PK","ACR-16MM-NEON-DKBLU-1PK","25"
"16mm Bead","acrylic","ACR-16MM-PSTL-BLU-5PK","ACR-16MM-PSTL-BLU-1PK","5"
"Large Hole  pacer","spacers-accessories","ACC-MRBLE-ORG-5PK","ACC-MRBLE-ORG-1PK","5"
"12mm Bead","spacers-accessories","ACR-12MM-CRCKD-PNK-20PK","ACR-12MM-CRCKD-PNK-1PK","20"
"Cup Charm Wire","beadable-products","BLK-WIRE-LTGRY-5PK","BLK-WIRE-LTGRY-1PK","5"
"10mm Wide Hole Gem  pacer","rhinestone-beads","ACC-GEM-WDHL-GLDSLV-10PK","ACC-GEM-WDHL-GLDSLV-1PK","10"
"3D Puppy  ilicone Focal Bead","focal-beads","FOC-ANI-3D-GLDNRTRVR-5PK","FOC-ANI-3D-GLDNRTRVR-1PK","5"
"20mm Bubblegum Pink Acrylic Bead","acrylic","ACR-20MM-SLD-BBLGMPNK-5PK","ACR-20MM-SLD-BBLGMPNK-1PK","5"
"Large Hole  pacer","spacers-accessories","ACC-FRRY-LTBLU-5PK","ACC-FRRY-LTBLU-1PK","5"
"Camper Bead","focal-beads","FOC-VEH-CMPR-BLK-5PK","FOC-VEH-CMPR-BLK-1PK","5"
"Acrylic Flatback","charms-dangles","FLB-OGSOCWRK-5PK","FLB-OGSOCWRK-1PK","5"
