"Product page","Category","Etsy SKU","Inventory SKU","Quantity per Etsy unit","Reason"
"Pumpkin Bead","focal-beads","FOC-HAL-SCRYPMKN-1PK","FOC-HAL-SCRYPMKN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"kull Bead","focal-beads","FOC-HAL-SKLLHLWN-1PK","FOC-HAL-SKLLHLWN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"keleton Bead","focal-beads","FOC-HAL-SLLYGRN-1PK","FOC-HAL-SLLYGRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"keleton Bead","focal-beads","FOC-HAL-SLLYPNK-1PK","FOC-HAL-SLLYPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gho t Bead","focal-beads","FOC-HAL-SMGHSTWHT-1PK","FOC-HAL-SMGHSTWHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pumpkin Bead","focal-beads","FOC-HAL-SMKNPMKN-1PK","FOC-HAL-SMKNPMKN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HAL-SMLNGPMKN-1PK","FOC-HAL-SMLNGPMKN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"kull Bead","focal-beads","FOC-HAL-SPDRWB-1PK","FOC-HAL-SPDRWB-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Teacher Bead","focal-beads","FOC-HAL-SPKYTCHR-1PK","FOC-HAL-SPKYTCHR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Teacher Bead","focal-beads","FOC-HAL-SPKYVBS-1PK","FOC-HAL-SPKYVBS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Teacher Bead","focal-beads","FOC-HAL-STYSPKYFC-1PK","FOC-HAL-STYSPKYFC-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"pooky Bead","focal-beads","FOC-HAL-TEALSPKY-1PK","FOC-HAL-TEALSPKY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HAL-VMPRGNM-1PK","FOC-HAL-VMPRGNM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Horror Character Bead","focal-beads","FOC-HAL-WED-1PK","FOC-HAL-WED-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bucket Bead","focal-beads","FOC-HAL-WHTBCKT-1PK","FOC-HAL-WHTBCKT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"pooky Bead","focal-beads","FOC-HAL-WHTSPKY-1PK","FOC-HAL-WHTSPKY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pumpkin Bead","focal-beads","FOC-HAL-WSTRNPMKN-1PK","FOC-HAL-WSTRNPMKN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pumpkin Bead","focal-beads","FOC-HAL-WSTRNPMKNDK-1PK","FOC-HAL-WSTRNPMKNDK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pumpkin Bead","focal-beads","FOC-HAL-WSTRNPMKNLT-1PK","FOC-HAL-WSTRNPMKNLT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pumpkin Bead","focal-beads","FOC-HAL-WSTRNPMKNTEAL-1PK","FOC-HAL-WSTRNPMKNTEAL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bucket Bead","focal-beads","FOC-HAL-YELBCKT-1PK","FOC-HAL-YELBCKT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","charms-dangles","FOC-HOL-3D-BBYCHCK-1PK","FOC-HOL-3D-BBYCHCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  t. Patrick'  Day Bead","focal-beads","FOC-HOL-3D-BOOT-1PK","FOC-HOL-3D-BOOT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Ea ter Bead","focal-beads","FOC-HOL-3D-CHCLTBNNY-1PK","FOC-HOL-3D-CHCLTBNNY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  t. Patrick'  Day Bead","focal-beads","FOC-HOL-3D-DKGRNHT-1PK","FOC-HOL-3D-DKGRNHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Thank giving Bead","focal-beads","FOC-HOL-3D-FTHRTRKY-1PK","FOC-HOL-3D-FTHRTRKY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  t. Patrick'  Day Bead","focal-beads","FOC-HOL-3D-GNM-1PK","FOC-HOL-3D-GNM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  t. Patrick'  Day Bead","focal-beads","FOC-HOL-3D-LEPHRA-1PK","FOC-HOL-3D-LEPHRA-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  t. Patrick'  Day Bead","focal-beads","FOC-HOL-3D-LPHRCNBRD-1PK","FOC-HOL-3D-LPHRCNBRD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  t. Patrick'  Day Bead","focal-beads","FOC-HOL-3D-LRGPT-1PK","FOC-HOL-3D-LRGPT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  t. Patrick'  Day Bead","focal-beads","FOC-HOL-3D-LTGRNHT-1PK","FOC-HOL-3D-LTGRNHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Thank giving Bead","focal-beads","FOC-HOL-3D-PLNTRKY-1PK","FOC-HOL-3D-PLNTRKY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Ea ter Bead","focal-beads","FOC-HOL-3D-PURCRRT-1PK","FOC-HOL-3D-PURCRRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Ea ter Bead","focal-beads","FOC-HOL-3D-RBBT-1PK","FOC-HOL-3D-RBBT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  t. Patrick'  Day Bead","focal-beads","FOC-HOL-3D-SMLLPT-1PK","FOC-HOL-3D-SMLLPT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Ea ter Bead","focal-beads","FOC-HOL-3D-TEALEGG-1PK","FOC-HOL-3D-TEALEGG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Thank giving Bead","focal-beads","FOC-HOL-3D-THNKSGNME-1PK","FOC-HOL-3D-THNKSGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Fall Bead","focal-beads","FOC-HOL-ATMN-1PK","FOC-HOL-ATMN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Autumn Vibe  Bead","focal-beads","FOC-HOL-ATMNGNME-1PK","FOC-HOL-ATMNGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Autumn Vibe  Bead","focal-beads","FOC-HOL-ATMNVBS-1PK","FOC-HOL-ATMNVBS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mardi Gra  Bead","focal-beads","FOC-HOL-BGBDS-1PK","FOC-HOL-BGBDS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-BGEGGBNNY-1PK","FOC-HOL-BGEGGBNNY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"carecrow Bead","focal-beads","FOC-HOL-BOYSCRCRW-1PK","FOC-HOL-BOYSCRCRW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-BRNCHTTHBNNY-1PK","FOC-HOL-BRNCHTTHBNNY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-BSKTSITTNG-1PK","FOC-HOL-BSKTSITTNG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-CHCK-1PK","FOC-HOL-CHCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-CHTHBNNY-1PK","FOC-HOL-CHTHBNNY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","charms-dangles","FOC-HOL-CHTHCHCK-1PK","FOC-HOL-CHTHCHCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-CHTHCLVR-1PK","FOC-HOL-CHTHCLVR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-CLVRGNM-1PK","FOC-HOL-CLVRGNM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"E","charms-dangles","FOC-HOL-CTEBNNY-1PK","FOC-HOL-CTEBNNY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Fall Bead","focal-beads","FOC-HOL-CWBYTRKY-1PK","FOC-HOL-CWBYTRKY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-ESTRBSKT-1PK","FOC-HOL-ESTRBSKT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-ESTRGNME-1PK","FOC-HOL-ESTRGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-ESTRPEEPS-1PK","FOC-HOL-ESTRPEEPS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Fall Bead","focal-beads","FOC-HOL-FLLTRCK-1PK","FOC-HOL-FLLTRCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gingerbread Angel  ilicone Focal Bead","focal-beads","FOC-HOL-GNGRBRDNGL-1PK","FOC-HOL-GNGRBRDNGL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HOL-GNMEPMKN-1PK","FOC-HOL-GNMEPMKN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HOL-GNMETHREE-1PK","FOC-HOL-GNMETHREE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HOL-GNMETURK-1PK","FOC-HOL-GNMETURK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"carecrow Bead","focal-beads","FOC-HOL-GRLSCRCRW-1PK","FOC-HOL-GRLSCRCRW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","charms-dangles","FOC-HOL-HGHLNDCWBNNY-1PK","FOC-HOL-HGHLNDCWBNNY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Hanukkah Bead","focal-beads","FOC-HOL-HNKKH-1PK","FOC-HOL-HNKKH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","charms-dangles","FOC-HOL-HPPYESTR-1PK","FOC-HOL-HPPYESTR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"E","charms-dangles","FOC-HOL-HPPYESTRNW-1PK","FOC-HOL-HPPYESTRNW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-LCKYHRT-1PK","FOC-HOL-LCKYHRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-LCKYRNBW-1PK","FOC-HOL-LCKYRNBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-LEPHAT-1PK","FOC-HOL-LEPHAT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mardi Gra  Bead","focal-beads","FOC-HOL-LSNA-1PK","FOC-HOL-LSNA-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-PATHGHLNDCW-1PK","FOC-HOL-PATHGHLNDCW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Thank giving Bead","focal-beads","FOC-HOL-PCTRKY-1PK","FOC-HOL-PCTRKY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-PEEPSKE-1PK","FOC-HOL-PEEPSKE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Fall Bead","focal-beads","FOC-HOL-PMKNCPCK-1PK","FOC-HOL-PMKNCPCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pumpkin  pice Bead","focal-beads","FOC-HOL-PMPKNSPCNCE-1PK","FOC-HOL-PMPKNSPCNCE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-PNKCHTTHBNNY-1PK","FOC-HOL-PNKCHTTHBNNY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HOL-PNKGNME-1PK","FOC-HOL-PNKGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-PNKPEP-1PK","FOC-HOL-PNKPEP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-PNKTRCK-1PK","FOC-HOL-PNKTRCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-PTGLD-1PK","FOC-HOL-PTGLD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-PTGLDRNBW-1PK","FOC-HOL-PTGLDRNBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-PURPEP-1PK","FOC-HOL-PURPEP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","charms-dangles","FOC-HOL-RBBTEGGS-1PK","FOC-HOL-RBBTEGGS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-HOL-REDGNME-1PK","FOC-HOL-REDGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-SHMRCKNRLL-1PK","FOC-HOL-SHMRCKNRLL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-SHMTRCK-1PK","FOC-HOL-SHMTRCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-STGNOME-1PK","FOC-HOL-STGNOME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","charms-dangles","FOC-HOL-STTNGEGGBNNY-1PK","FOC-HOL-STTNGEGGBNNY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-TEALPEP-1PK","FOC-HOL-TEALPEP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-TEALTRCK-1PK","FOC-HOL-TEALTRCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Fall Bead","focal-beads","FOC-HOL-THNKFL-1PK","FOC-HOL-THNKFL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Thank giving Bead","focal-beads","FOC-HOL-THNKFLGRTFL-1PK","FOC-HOL-THNKFLGRTFL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Thank giving Bead","focal-beads","FOC-HOL-THNKSGVNG-1PK","FOC-HOL-THNKSGVNG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Thank giving Bead","focal-beads","FOC-HOL-THNKVBES-1PK","FOC-HOL-THNKVBES-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mardi Gra  Bead","focal-beads","FOC-HOL-TMSRLL-1PK","FOC-HOL-TMSRLL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Thank giving Bead","focal-beads","FOC-HOL-TRKY-1PK","FOC-HOL-TRKY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-WHTCHTTHBNNY-1PK","FOC-HOL-WHTCHTTHBNNY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ea ter Bead","focal-beads","FOC-HOL-YELPEP-1PK","FOC-HOL-YELPEP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"E","charms-dangles","FOC-HOL3D-BNNYINEGG-1PK","FOC-HOL3D-BNNYINEGG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"E","charms-dangles","FOC-HOL3D-BNNYWCRRT-1PK","FOC-HOL3D-BNNYWCRRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"E","charms-dangles","FOC-HOL3D-ESTRBSKT-1PK","FOC-HOL3D-ESTRBSKT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Tool Focal Bead   et","focal-beads","FOC-MAN-DRLL-1PK","FOC-MAN-DRLL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Tool Focal Bead   et","focal-beads","FOC-MAN-TPMSRE-1PK","FOC-MAN-TPMSRE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mental Health Bead","focal-beads","FOC-MEN-BLUWRLD-1PK","FOC-MEN-BLUWRLD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"H","focal-beads","FOC-MEN-DRHNTR-1PK","FOC-MEN-DRHNTR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mental Health Bead","focal-beads","FOC-MEN-PNKWRLD-1PK","FOC-MEN-PNKWRLD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"H","focal-beads","FOC-MEN-RTHRFSHNG-1PK","FOC-MEN-RTHRFSHNG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bigfoot Bead","focal-beads","FOC-MSC-3D-BGFOOT-1PK","FOC-MSC-3D-BGFOOT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Focal Bead","focal-beads","FOC-MSC-3D-BOYALEN-1PK","FOC-MSC-3D-BOYALEN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bathtub Focal Bead","focal-beads","FOC-MSC-3D-BTHTB-1PK","FOC-MSC-3D-BTHTB-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Focal Bead","focal-beads","FOC-MSC-3D-GRLALEN-1PK","FOC-MSC-3D-GRLALEN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Toilet Paper Bead","focal-beads","FOC-MSC-3D-TLTPPR-1PK","FOC-MSC-3D-TLTPPR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Bigfoot Bead","focal-beads","FOC-MSC-3D-YETI-1PK","FOC-MSC-3D-YETI-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Be Kind Bead","focal-beads","FOC-MSC-BEKND-1PK","FOC-MSC-BEKND-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Bigfoot Bead","focal-beads","FOC-MSC-BGFOOT-1PK","FOC-MSC-BGFOOT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Chri tian  ilicone Focal Bead","focal-beads","FOC-MSC-BIBLE-1PK","FOC-MSC-BIBLE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Chri tian  ilicone Focal Bead","focal-beads","FOC-MSC-BLKJESUS-1PK","FOC-MSC-BLKJESUS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cro  Bead","focal-beads","FOC-MSC-BLKSNFLWCRSS-1PK","FOC-MSC-BLKSNFLWCRSS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flower Bloom Bead","focal-beads","FOC-MSC-BLMASUR-1PK","FOC-MSC-BLMASUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Unicorn Bead","focal-beads","FOC-MSC-BLUUNCRN-1PK","FOC-MSC-BLUUNCRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Butterfly Bead","focal-beads","FOC-MSC-BUTTOKAY-1PK","FOC-MSC-BUTTOKAY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cro  Bead","focal-beads","FOC-MSC-CAMOCRSS-1PK","FOC-MSC-CAMOCRSS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pink Ribbon Bead","charms-dangles","FOC-MSC-CHTHHRT-1PK","FOC-MSC-CHTHHRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Be Kind Bead","focal-beads","FOC-MSC-CRCLBLUKND-1PK","FOC-MSC-CRCLBLUKND-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Be Kind Bead","focal-beads","FOC-MSC-CRCLCLRFLKND-1PK","FOC-MSC-CRCLCLRFLKND-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Robot Bead","focal-beads","FOC-MSC-DKBLURBT-1PK","FOC-MSC-DKBLURBT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Poop Emoji Bead","focal-beads","FOC-MSC-DKBRNPOOP-1PK","FOC-MSC-DKBRNPOOP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Energy Bead","focal-beads","FOC-MSC-ENERGY-1PK","FOC-MSC-ENERGY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Chri tian  ilicone Focal Bead","focal-beads","FOC-MSC-FAITH-1PK","FOC-MSC-FAITH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pink Ribbon Bead","focal-beads","FOC-MSC-FCKCNCRBBN-1PK","FOC-MSC-FCKCNCRBBN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mental Health Bead","focal-beads","FOC-MSC-FLLYRCP-1PK","FOC-MSC-FLLYRCP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Good Vibe  Bead","focal-beads","FOC-MSC-GDVBS-1PK","FOC-MSC-GDVBS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"God Bead","focal-beads","FOC-MSC-GOD-1PK","FOC-MSC-GOD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Robot Bead","focal-beads","FOC-MSC-HRTRBT-1PK","FOC-MSC-HRTRBT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cro  Bead","focal-beads","FOC-MSC-HTPNKFLWRCRSS-1PK","FOC-MSC-HTPNKFLWRCRSS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Robot Bead","focal-beads","FOC-MSC-LTBLURBT-1PK","FOC-MSC-LTBLURBT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Poop Emoji Bead","focal-beads","FOC-MSC-LTBRNPOOP-1PK","FOC-MSC-LTBRNPOOP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mental Health Bead","focal-beads","FOC-MSC-MNTLHLTHAWNS-1PK","FOC-MSC-MNTLHLTHAWNS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Kitchen Mixer Bead","charms-dangles","FOC-MSC-MXR-PNK-1PK","FOC-MSC-MXR-PNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Kitchen Mixer Bead","charms-dangles","FOC-MSC-MXR-TEAL-1PK","FOC-MSC-MXR-TEAL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
